user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Newbirthminds,"Ijebu Ode, Ogun State. ",Newbirthminds is a Christian media platform. Our aim is to publicise the Gospel of Jesus all over the media until every soul is reached for Jesus Christ.,2018-04-04 21:41:06,37,152,627,False,2020-07-25 09:51:57,"""I know, Lord, that our lives are not our own. We are not able to plan our own course."" - Jeremiah 10:23 (NLT)… https://t.co/YTekNsX3qc",,Twitter Web App,False
The News Insight,New Delhi. ,"The News Insight (TNI), an English Fortnightly Newspaper, launched in May 2012. Digitally Active since May 2019. News Headlines 24x7.",2012-09-27 15:53:38,1487,408,22080,False,2020-07-25 09:51:46,"#Bhubaneswar reports 111 new #Covid19 Cases.

#OdishaFightsCorona #OdishaCares #TheNewsInsight #COVIDー19… https://t.co/dYl53tnGkb","['Bhubaneswar', 'Covid19', 'OdishaFightsCorona', 'OdishaCares', 'TheNewsInsight', 'COVIDー19']",Twitter Web App,False
Tom Paton,"Manchester, England",Assistant Producer w/ @BBCWSSport - views mine,2012-09-10 16:58:22,349,1494,2568,False,2020-07-25 09:51:45,How is it that you’re only allowed 30 family members/people at a wedding? But 82 strangers (at the time of the twee… https://t.co/AWpT61jevJ,,Twitter for iPhone,False
Moonrisecricket,,🏏TALK TO A PRO 🏏 Get a unique look into the world of cricket professionals around the world! 🎙Shout out 📱Video chat 🏅Coaching advice,2020-02-26 15:00:07,172,908,311,False,2020-07-25 09:51:44,Who predicted the rain would return once cricket was back on the schedule.... mother cricket and mother nature must… https://t.co/NAOBwIlp4i,,Twitter for iPhone,False
Tequila Mockingbird,,"Pay no attention to the man behind the curtain.   
Also available on Parler: https://t.co/HHt2AcX2Tv",2020-05-11 22:56:46,290,300,1246,False,2020-07-25 09:51:42,"Irish columnist and author John Waters on mandatory #COVID19 masks: ""They need visible evidence of terror. These ar… https://t.co/y2CwJupBhK",['COVID19'],Twitter Web App,False
Gary Cook 🏴󠁧󠁢󠁥󠁮󠁧󠁿 ⚽️ 🍺 🏏,"Manchester, England",Professional numbers expert with a legal following and a cricket fanatic! All views are my own!,2011-01-30 20:45:32,893,868,5384,False,2020-07-25 09:51:37,Years of underfunding has created this problem and #COVID19 has made it worse but highlighted the issue too. https://t.co/6kpMo1iAWH,['COVID19'],Twitter for iPad,False
💚K Tribe,"England, United Kingdom","Pancreas transplant recipient 2014(failed in 2018).Now pumping!Raising awareness of type 1 diabetes,complications & promoting organ donation.On transplant list.",2011-05-18 13:29:51,50,462,604,False,2020-07-25 09:51:35,"Help slow the spread of #COVID19 and identify at risk cases sooner by self-reporting your symptoms daily, even if y… https://t.co/v3F7HL92CG",['COVID19'],Twitter for Android,False
Barbara Walton #FBPE,"Limousin, France",Renovating magical farm deep in rural France.#WASPI #FBPE,2009-06-12 16:30:04,5212,5075,38914,False,2020-07-25 09:51:35,"Johnson spouting damage limitation nonsense. #COVID19 was all over UK TV, facebook, Twitter - experts galore. Ordin… https://t.co/I7tGcLjdvO",['COVID19'],Twitter Web App,False
Mohamed S Camara,Sierra Leone,I am a disable and media activist working for @onourradar media group. passionate about human told stories that speaks for the voiceless in vulnerable places.,2012-10-09 15:08:17,56,322,623,False,2020-07-25 09:51:34,"If the situation happening in #SierraLeone was like a series movie, what name would be best?
A #COVID19 PCR for thi… https://t.co/7gGLiyApQW","['SierraLeone', 'COVID19']",Twitter for Android,False
letsfarm,"Ogun, Nigeria",Letsfarm connects farmers who are looking to launch or expand their farms with investors who want to venture into Agriculture,2019-07-09 14:44:48,210,36,140,False,2020-07-25 09:51:33,"The best garri and smoked catfish you've ever had. 

We had your health, your eating pleasure and enjoyment in mind… https://t.co/N63TQJWsuW",,Twitter for Android,False
TF Banana,United States,"Subscribe with link below.
https://t.co/ssSYpJr685",2018-05-15 07:29:43,262,418,10766,False,2020-07-25 09:51:33,"This aged well @NFL for thos who don't know, he opted out of his contract to remain on the frontline at his medical… https://t.co/l9RPGvEvzg",,Twitter for Android,False
Abhijit Chatterjee,"Mumbai, Delhi, Kolkata, India","Regd Portfolio Manager in #NSE #BSE 
The Faith to fight for what's Right  @MamataOfficial @MehrTarar @ShashiTharoor @ArvindKejriwal 😷",2014-06-06 07:51:37,327,81,22583,False,2020-07-25 09:51:29,US District Court Judge in Los Angeles has rejected the USD 1.5 million bail application of Pakistani origin Canadi… https://t.co/xXPUOMYbvP,,Twitter for Android,False
End COVID For All,Australia,"Sign the pledge to stand in solidarity with all our neighbours, and encourage our government to provide vital support to vulnerable nations ⬇️ #EndCOVIDForAll",2020-06-23 02:14:50,112,49,150,False,2020-07-25 09:51:25,"Have you seen? @DoctorKarl has joined the call to #EndCOVIDForAll, encouraging our government to support those most… https://t.co/wqlpZOzcDG",['EndCOVIDForAll'],Twitter for iPhone,False
HJMT,New York,"We love attention. Since 1992, we have been at the forefront of cutting edge Public Relations.",2009-01-03 03:06:56,1735,1297,775,False,2020-07-25 09:51:23,Check out @hilary25’s recent interview on Hilary Topper on Air with @PegalisLawGroup’s Robert Fallarino. Learn your… https://t.co/LQEgCR72gU,,Twitter for iPhone,False
Bev,,"Retired Newfoundlander. No poli or biz affil’s. centre but Lib soc pol’s & PC fiscal, immigr/borders. Concerned for Human/Civil Rights, Crime/disability, hydro$",2012-02-20 09:15:54,1290,1067,87151,False,2020-07-25 09:51:22,"Wildlife important for zoonotic diseases, experts say. ""A lot of pepl are not aware of the link btwn exposure to wi… https://t.co/uyngyi7nbb",,Twitter for iPhone,False
Catholic Ireland,,http://t.co/mnUD9iWklu is part of the Church Support Group and is an independent provider of on-line material & other services relevant to Catholics today.,2014-01-12 13:07:00,3412,2384,1892,False,2020-07-25 09:51:19,"Major school investment announcement imminent ahead of September re-openings, says CPSMA https://t.co/61cE9s3Mkd… https://t.co/tDpEjKN9nQ",,Twitter Web App,False
Nomboniso Gasa,"Johannesburg, South Africa","Adjunct Professor: Public Law, UCT. Snr Associate Researcher: Centre for Law & Soc. CLS. Land, Gender, Politics & Culture. Book for Public Talks.Yogi. Gardener.",2012-09-04 01:44:42,96117,1624,46125,False,2020-07-25 09:51:17,"With all this death around, I’ve found myself using isiXhosa word ‘usandulele’, has gone ahead of us (used for deat… https://t.co/DgS1GN2vea",,Twitter for iPhone,False
Mobile Marketing Association - APAC,Asia Pacific,We strive to stimulate the growth of mobile mktg & its associated technologies. Our mission is to accelerate the transformation of marketing through mobile.,2009-08-06 01:48:19,4577,407,321,False,2020-07-25 09:51:15,"We are LIVE now, the bright minds are ready to provide tech solutions to the problems given to them. Ready, steady,… https://t.co/ICHDPH84m7",,Twitter Web App,False
Sambad English,Odisha,"Odisha Sun Times is now Sambad English. We cover Breaking News, Alerts & Feature Articles.

Join us on: https://t.co/dVPFiHHyyo",2013-11-12 08:17:29,34746,4,7,False,2020-07-25 09:51:13,"#COVID19: Details of 111 new positive cases reported from #Bhubaneswar (BMC area)

Further contact tracing is still… https://t.co/3mRpxck9jx","['COVID19', 'Bhubaneswar']",Twitter for Android,False
Dheeraj Fartode,"Nagpur, India",#Crime Reporter with The Hitavada | #Nagpur | Loves #conversation | RTs are not endorsement |,2010-06-21 11:37:25,2973,1855,3776,False,2020-07-25 09:51:12,"""Contact tracing"" is the most important factor to break the chain of #COVID19 infection; As #Nagpur recording 150-2… https://t.co/0KM15v1yru","['COVID19', 'Nagpur']",Twitter for Android,False
myKhel.com,Bengaluru,"The sports channel of @Oneindia. A one-stop platform for all sports updates and live scores. Also see @myKhelHindi, @MykhelTamil, @myKhelTelugu, @MykhelKannada",2008-12-17 13:25:46,11076,900,146,False,2020-07-25 09:51:12,"IPL 2020 in UAE: Quick guide to must-know Covid 19 protocols in Emirates, BCCI's preparations… https://t.co/Fuc5f2jmt4",,My Khel,False
Sonya Carter (Rogan)🕉️,"Killyleagh, Northern Ireland",Mum|Wife|Auntie|🕉️#ReikiMaster|#CrystalHealing|#Outlanderfan💕|#MentalHealth Warr;or| #MyPeakChallenge #Peaker |#ACCA Accountant|#QUB&UUJ grad|RT my interests,2009-06-15 12:18:34,238,1672,3213,False,2020-07-25 09:51:07,Better workplaces for everyone after #COVID19 #SirBrendanBarber #Acas argues for the creation of a new… https://t.co/vR8fIbJLQJ,"['COVID19', 'SirBrendanBarber', 'Acas']",Twitter for Android,False
thedaforum,,The global forum of Data Analysis,2020-06-27 18:34:34,251,1719,117,False,2020-07-25 09:51:07,"Countries with the highest increase ratio of cases yesterday:

Country Raise Cases

India 3.8% 1337022
Argentina 3.… https://t.co/ntb7Ubr9Ib",,Twitter Web App,False
Prakash Tyagi,India,"Physician, humanitarian, development practitioner, learner.",2009-08-30 08:14:16,553,434,510,False,2020-07-25 09:51:03,#InternationalSelfCareDay amid #COVID19 presents an opportunity to reinstate faith in self care for healthy ageing… https://t.co/qZvyMnursz,"['InternationalSelfCareDay', 'COVID19']",Twitter Web App,False
Easysportbet,Curaçao,"Fully licensed Betting Broker. The simplest way to play on Betting exchange for everyone, with benefits. Trade offplay/inplay with BACK and LAY. Join the club",2013-09-21 00:13:08,2328,1960,322,False,2020-07-25 09:51:00,Why you should not apply the #Martingale strategy when #betting on sports &gt; https://t.co/HaDl6owyWa… https://t.co/KbTt2LLO8j,"['Martingale', 'betting']",TweetDeck,False
Beccy,"Northumberland, UK","🌹 @WansbeckLabour Secretary 
✊🏻 Unison & Unite #JoinAUnion
🌹 #JoCoxLeadership 2019",2009-10-10 21:34:35,3404,4154,21921,False,2020-07-25 09:51:00,"Just another reason why women need to be in a Trade Union. 

#JoinAUnion @UNISONWomenNE #WorkingWomen #Covid19

https://t.co/BcDjsCnYb7","['JoinAUnion', 'WorkingWomen', 'Covid19']",Twitter for Android,False
AUSTIN PIOUS,United Arab emirates ,"It's not about how many followers you have, Hitler had thousands and Jesus had only twelve 😇✌🏼",2014-10-21 04:10:19,14,18,0,False,2020-07-25 09:50:50,"Nitrile Gloves Vietnam $7.50 per box FOB ( 100 PCs in a Box ) ( Price is negotiable depending on quantity )

MOQ -… https://t.co/n99s3Rr6Yo",,Twitter Web App,False
angie - Brave New World explorer 🌞,Nouvelle Aquitaine,Fiercely solitary with hedgehog tendencies. Acting for a world in which all life thrives. Treading lightly. Unashamed heliocentrist 🌞  #GlobalClimateJustice,2016-05-28 08:27:13,2168,1081,25945,False,2020-07-25 09:50:44,"Don't despair, #Covid19 restricted UK.
As from 1 August more money will be flying in from Moscow. https://t.co/qN5hXqX5oi",['Covid19'],Twitter Web App,False
The Bliss News,Nigeria,,2018-01-10 15:32:07,94,443,47,False,2020-07-25 09:50:43,"The Nigeria Centre for Disease Control (NCDC), has said 591 new cases of coronavirus pandemic was reported in the c… https://t.co/oA631un4l2",,Blog2Social APP,False
Fidelis To Justice,"Queens, NY",Resisting An Adolescent Fascist Man Child. Retweets are not endorsements. #Resistance #Trumprussia #GunReformNOW #FBR #GreenNewDeal #BlackLivesMatter,2016-12-04 03:11:25,5854,6265,7532,False,2020-07-25 09:50:40,"Good morning @realDonaldTrump. @BarackObama still has millions more Twitter followers than u. Also, the expiring mo… https://t.co/vaMqTM2Y8I",,Twitter for Android,False
The Peninsula Qatar,Qatar,The official account of The Peninsula English Daily Newspaper #Qatar #Doha,2009-07-25 08:41:05,47031,227,739,True,2020-07-25 09:50:38,The former Spain midfielder confirmed this on his Instagram in Spanish where  he wrote that he will not be able to… https://t.co/hC69R1szmW,,TweetDeck,False
Endow Graphics Shop,"Enugu, Nigeria","Endow Graphics Shop;Graphic designer,3D Animator,Custom Designer(Clothes,Cups,Throw pillows,caps etc)",2019-08-23 14:44:14,41,86,146,False,2020-07-25 09:50:32,"#Come_get_unique_flyers_from_EGS.

Let the Countdown Begin ⏰
5 days to go.
@chrixomcollections
Chrixom Collection t… https://t.co/Ol1bKqobHj",['Come_get_unique_flyers_from_EGS'],Twitter for Android,False
mark ryan,,Retweets not an endorsement,2009-06-24 09:52:26,165,370,3331,False,2020-07-25 09:50:31,"@BenKentish @LBC “Very bad decisions"".Understatement! Having one of largest body bag counts in the WORLD with 65,00… https://t.co/e5uMKIvMr9",,Twitter Web App,False
Daily News Egypt,Egypt,Egypt's Only Daily Independent Newspaper in English,2009-04-26 07:56:24,271806,106,690,True,2020-07-25 09:50:28,"Unemployed young #Namibian starts business by teaching local cuisine amid #COVID19 
https://t.co/Guk4lOmCix https://t.co/8StJuXI5sS","['Namibian', 'COVID19']",Twitter Web App,False
P C Mohan,Bangalore,3rd Term BJP Lok Sabha MP-Bengaluru Central | Member of Parliamentary Committees on External Affairs & Urban Development | 2-Time MLA | BJP State Vice President,2013-10-31 10:59:37,70134,413,4531,True,2020-07-25 09:50:25,Heartiest greetings to Shri Ram Nath Kovind ji on successful completion of 3 years as the President of India. Joini… https://t.co/Uezoq5w40W,,Twitter for iPhone,False
Tarun Chugh,"Amritsar,Punjab","Nationalist | BJP Karyakarta | National Secretary,BJP | Co-Incharge BJP Delhi || Incharge BJP Andaman & Nicobar | National Co- Convener Beti Bachao-Beti Padhao|",2012-07-28 11:15:35,30879,534,7091,True,2020-07-25 09:50:22,Honourable PM @narendramodi Ji enjoys high approval ratings for its handling of the #COVID19 situation in India . A… https://t.co/QYknRZRdB4,['COVID19'],Twitter for Android,False
IDEAS Disability Information,"Sydney, Australia","A national independent info service for people with #disability, their families & supporters enabling informed decision making & self #advocacy. 1800 029 904",2009-07-13 02:46:12,4298,1891,1710,False,2020-07-25 09:50:21,Add your faves to the thread if you like - we do love discovering new shows &amp; if ever theres a time to catch up on TV - it'd be #COVID19,['COVID19'],Twitter for iPhone,False
THE WEEK,India,Journalism with a Human Touch,2011-10-29 10:14:49,22466,258,465,False,2020-07-25 09:50:17,#ShivrajSinghChouhan said he will try to continue review of state's #COVID19 situation through video conferencing https://t.co/I7Yu5D1Bp2,"['ShivrajSinghChouhan', 'COVID19']",Twitter Web App,False
The Scrambled Egg,United Kingdom,"***STAY AT HOME!!!*** My journey with PCOS. Tips, tricks, hormonal rambling & PCOS life. Always happy to help.",2017-07-06 12:38:38,898,616,8987,False,2020-07-25 09:50:14,"So... I can shop, go to the gym (should I so desire) and restaurants etc... can I hug my Nan yet?? #COVID19",['COVID19'],Twitter for iPhone,False
Raymond Baikal,KonsultGroup,"African Wazalendo, Web Developer, Farmer, Programmer, Remote Worker, Entrepreneur.",2009-04-25 21:58:21,1217,830,179,False,2020-07-25 09:50:14,#Covid19 New normal or honest mistake by a select few? Maybe IOV be instituted at Licence plate issuing points to h… https://t.co/SsC9w5uOoz,['Covid19'],Twitter for Android,False
Blood Donors India,"Mumbai, India","Focused on matching blood donors with those in need. No followers here, only contributors. Spread the word, help save lives. We save 8/day.",2008-12-23 07:55:39,1215923,2047,19360,True,2020-07-25 09:50:09,"#Delhi
Need #Blood Type :  A-positive
At : Max Hospital, Saket 
Blood Component : Need Plasma from A+ve #COVID19 re… https://t.co/RKWcjmVJju","['Delhi', 'Blood', 'COVID19']",Blood Donors India,False
COSLA,Edinburgh,"The voice of Local Government in Scotland.
https://t.co/M0wtyD6yXN",2009-04-28 11:12:26,15489,3619,5383,True,2020-07-25 09:50:06,Every day this week we're celebrating the work carried out by #LocalGovernmentWorkforce during the #Covid19 pandemi… https://t.co/hjxpoLLjYL,"['LocalGovernmentWorkforce', 'Covid19']",Hootsuite Inc.,False
NHS Business Services Authority,United Kingdom,"An Arm’s Length Body of @DHSCgovuk providing a range of critical central services to NHS organisations, NHS contractors, patients, and the public.",2017-05-18 13:34:18,3366,2192,2519,True,2020-07-25 09:50:04,"Distance slows the spread of #COVID19. If you need to go out:

▶️Limit contact with others
▶️Keep a 1 metre distanc… https://t.co/YJTquBZTur",['COVID19'],Orlo,False
VoiceToData,,"Follow us to get automated live micro-reports about #environment, #health, #technology, and more.

Now giving voice to: #coronavirus outbreak",2020-02-05 12:59:47,176,251,191,False,2020-07-25 09:50:03,"UPDATE: New cases of #coronavirus #COVID19 #COVID_19 

Bangladesh (+2520, tot. 221178)
Philippines (+1968, tot. 784… https://t.co/JH1vK4MEP1","['coronavirus', 'COVID19', 'COVID_19']",VoiceToData,False
Grenoble EM,Grenoble,"News from Grenoble Ecole de Management, France (& Higher Education updates), tweeted by @alex_cof et @jo3charlet, Communications Dpt.",2009-03-13 22:26:34,16306,513,15082,True,2020-07-25 09:50:01,"[#COVID19] 
""Covid-19 taught me to let go of perfectionism and to accept that unprecedented crises demand unprecede… https://t.co/z0k9ZlgLUE",['COVID19'],Falcon Social Media Management ,False
Mumbai Mirror,"Mumbai, India",India's largest compact newspaper.,2012-12-05 11:37:45,374034,227,436,True,2020-07-25 09:50:00,"Students believe it’s an opportunity to talk about personal pursuits during the lockdown, which they couldn’t have… https://t.co/zOMaP1fuSa",,TweetDeck,False
Dublin Rape Crisis,"70 Lwr Leeson St, Dublin 2.",The Dublin Rape Crisis Centre. Preventing & Healing the Trauma of Rape & Sexual Abuse. Our 24-Hour National Helpline is 1800 77 8888 / 01 6614911. RCN: 20021078,2011-05-05 11:19:00,10012,4394,12940,True,2020-07-25 09:50:00,The DRCC trains teachers &amp; youth workers throughout the year delivering specialist #BodyRight youth programmes &amp; wo… https://t.co/J6hWjY55lv,['BodyRight'],TweetDeck,False
Frank Taiwo (Sir),Nigeria,"Realtor
Physiologist
Entrepreneur
I ~Deal Cars.",2010-01-22 13:05:55,34,20,30,False,2020-07-25 09:49:55,"@ThatPHCBoy To be honest, it's so painful that all these is happening in this #Naija and during this #COVID19 era w… https://t.co/ZQZjqB9GX1","['Naija', 'COVID19']",Twitter for Android,False
Bunmi Henderson,,Start the day talking to my plants. Giving thanks to mother earth & father sky & worry about the bit in the middle... Believe dance is the best form of Yoga.,2020-06-17 09:16:04,11,52,314,False,2020-07-25 09:49:51,@LBC Hi David. At the beginning #Covid19 health advisor Jenny Harries  said germs)viruses cld not live on surfaces.… https://t.co/4y6jMCyCQj,['Covid19'],Twitter for Android,False
H & FW Dept Odisha,"Bhubaneshwar, India","Official handle of Health & Family Welfare Department, Government of Odisha. Responsible for public health, health services and medical education in the State.",2017-01-29 04:48:14,275039,92,204,True,2020-07-25 09:49:48,"A patient suffering from Carcinoma stomach &amp; Carcinoma breast was administered chemotherapy at DHH, Sonepur in pres… https://t.co/rMs9c8KwHM",,Twitter for Android,False
Haris Ansari,Glasgow,NHS Biomedical Scientist. Weightlifting Coach. Lover of all things chocolate!,2011-11-11 20:56:54,254,384,354,False,2020-07-25 09:49:41,"The health, well-being and mental health implications of the gyms being shut for 4 months will be disastrous in the… https://t.co/p9mUatylF2",,Twitter for Android,False
Petar Mudri,,"Independent Global Political, Social & Economic Research & Analysis",2018-07-10 22:31:23,68,138,3429,False,2020-07-25 09:49:31,"#Turkey is humanitarian aid world leader

Turkey spends most on humanitarian aid than any other nation, not only ov… https://t.co/MyqGxo8Q9v",['Turkey'],Twitter Web App,False
LYMEC,Europe,European Liberal Youth - Youth wing of @ALDEParty. Spreading liberalism since 1976.,2009-03-15 11:57:51,4547,1287,1452,False,2020-07-25 09:49:26,Today we are discussing the young liberal response to the #COVID19 crisis together with young liberals from all ove… https://t.co/NevnSsrSPs,['COVID19'],Twitter for Android,False
Ray Walley,"Dublin City, Ireland",Husband/Dad GP/GPTrainer. First VicePresid. European Doctors https://t.co/fzeJU6c2Dz 2019-2022 Past Presid. https://t.co/XUrrpK0BLZ “Please ensure that You Wash your Hands”,2014-04-02 18:23:55,4426,1996,10064,False,2020-07-25 09:49:24,UK lockdown causing 'serious mental illness in first-time patients' | Mental health | The Guardian Ireland needs to… https://t.co/uFxjA7W1RD,,Twitter for iPhone,False
UniAfrica,,UniAfrica provides a single click information to all stakeholders in the university education. We Link Students and Universities in Africa together.,2016-06-05 13:23:23,440,560,320,False,2020-07-25 09:49:21,Latest News &amp; Reviews from Universities across Africa on UniAfrica. https://t.co/cfFxs0ufU8 Thanks to @CavendishUg… https://t.co/2D6C1vNI9g,,Paper.li,False
TakebackAmerica2020,,"In hopes for a new more civilized era. To monitor, expose, and oppose the excesses of the Trump Regime. Looking to restore American civilization in 2020.",2016-11-12 01:41:05,67,375,2868,False,2020-07-25 09:49:08,.@realDonaldTrump  Bows to Reality: finally for first time talks realistically about #COVID19 Q. Who will believe h… https://t.co/ee5keYEzK9,['COVID19'],Twitter Web App,False
Always,"Alabama, USA",😔 I don’t care,2020-07-25 07:14:21,0,95,0,False,2020-07-25 09:49:08,"I would say #2020 is the worst year ever, but personally they’ve all sucked #COVID19 #BlackLivesMattters #CancelCulture","['COVID19', 'BlackLivesMattters', 'CancelCulture']",Twitter for iPhone,False
Sangam Kumar,,,2020-06-10 05:44:21,1,11,79,False,2020-07-25 09:49:06,@DrRPNishank @ChouhanShivraj Good afternoon sir #covid19 case is very much increasing so plz cancel compartment exams 2020,['covid19'],Twitter Web App,False
Legend tha God,"Richmond, VA","Rapper/Producer/Artist from Cville Va #HarrietTubman's Nephew #thalynks [I've worked with Universal, DefJam, Sony, Nolimit, Sports Illustrated for Kids & Nike",2014-08-06 09:29:53,1364,809,4161,False,2020-07-25 09:49:04,@senatemajldr what's the plan for essential workers? Without them this country would've sunk during this pandemic.… https://t.co/IWDGpb6QMn,,Twitter for Android,False
MadagascarCure 🌿 + 😷,help compass lost in CapeTown ,,2009-04-20 11:31:38,481,606,2550,False,2020-07-25 09:49:03,"@lonchies @SABreweries Yes ""Maria"" should invest in dairy production by selling her #Barely to dairy cattle farmers… https://t.co/mnUxkSXl7c",['Barely'],Twitter Web App,False
Janta Ka Reporter,,Leading the media revolution in India! Send your write ups to ireport@jantakareporter.com,2015-02-01 17:34:18,163330,261,941,True,2020-07-25 09:49:02,"In letter to UP CM Yogi Adityanath, Congress leader Priyanka Gandhi Vadra says amid 'explosive' rise in #COVID19 ca… https://t.co/3v3sqE003S",['COVID19'],Twitter Web App,False
Zshaz,"Nice, France",I didn't have any agenda or plan when i started writing stuff.,2010-07-04 21:59:16,60,379,841,False,2020-07-25 09:48:57,"Malaysia Latest update; 
New deaths: 0
Total #COVID19 Deaths : 123

New cases :24
Total cases: 8884

Cases Recovere… https://t.co/Htw2XOTCnv",['COVID19'],Twitter for iPhone,False
Jose Rodriguez,"Atlanta, GA","Politically incorrect.Pro America,anti Castro Cuban,uninfluable by media scare tactics propaganda.Followers cannot ever lead & Leaders cannot ever follow!",2010-11-01 21:27:36,1995,1946,470,False,2020-07-25 09:48:56,How Israel obstructs COVID-19 care in East Jerusalem  https://t.co/l3cmSgaRaj #COVID19,['COVID19'],Twitter Web App,False
Catholic Ireland,,http://t.co/mnUD9iWklu is part of the Church Support Group and is an independent provider of on-line material & other services relevant to Catholics today.,2014-01-12 13:07:00,3412,2384,1892,False,2020-07-25 09:48:55,Sign up for ‘Virtual Camino’ to raise real money to help the homeless https://t.co/J7vjzlZsGO @FocusIreland… https://t.co/taXLf71wbD,,Twitter Web App,False
Deshicowteam,Mumbai,Eco friendly Ganpati,2020-07-02 10:10:49,3,57,7,False,2020-07-25 09:48:54,"Reach out to us to get a customized Ganesha idol

Follow us : @deshicowteam

#ganeshchaturthi… https://t.co/yW3jzNxqsy",['ganeshchaturthi'],Twitter for Android,False
Jacqueline ⚖️ 🇺🇸 🌊,United States,"Trained Observer⚖️ Momx4 High-riskx3😷 Writer, Artist, Independent 💞 History, Political Science🐶🐱📚🏍️🏞️⛵ #Resist #WTP",2020-03-14 19:13:32,1525,1894,3777,False,2020-07-25 09:48:54,One caveat: It was BY November '19 that Trump &amp; his admin first KNEW of the deadliness of a pandemic in and around… https://t.co/3m88oPnpej,,Twitter for Android,False
Andrew C. A. Elliott,,"Author: ""Is That a Big Number?""
#FBPE Anti-Brexit always. Looking for patterns in systems, in numbers, in life. Geeky stuff: @itabn_andrew  https://t.co/AGOmYeNGZj",2009-06-24 23:05:44,1288,2212,6952,False,2020-07-25 09:48:46,We must not forget this: the death rate from #Covid19 in the UK is among the highest in the world. The number of ne… https://t.co/GCtFTQvVm7,['Covid19'],Twitter Web App,False
Babu Nuvu Btech ah? - BNBA,India,"One Stop Website for all Btech Enthusiasts.

For queries reach us at : infobnba@gmail.com",2015-11-12 15:06:30,10450,505,1657,False,2020-07-25 09:48:45,"@plasmaloop
connects patients in need to #Covid19 recovered plasma donors 

If you have recovered from #Covid19 Ple… https://t.co/qMVIKgAZUX","['Covid19', 'Covid19']",Twitter for Android,False
National Cyber Security,"Atlanta, GA","We are a leader in #news for #cybersecurity #hacker , #hacking, #techjobs, #NationalCyberSecurity Download our #app ""National Cyber Security 5.0""",2010-01-27 22:48:24,5426,161,8,False,2020-07-25 09:48:44,Don’t fall for scammers posing as health workers during the pandemic | #coronavirus | #scams | #covid19 https://t.co/CNvLiSkjOD,"['coronavirus', 'scams', 'covid19']",WordPress.com,False
Shrinath Vashishtha 🇮🇳,"Andaman Nicobar Islands, India","Editor-in-Chief, Hawk Eye, English Daily, former guest Newscaster at Doordarshan & All India Radio (AIR), Port Blair, A&N Islands",2009-06-04 18:43:25,1584,196,1082,False,2020-07-25 09:48:36,"India's #COVID19 cases soar to 13,36,861 with 48,916 fresh infections, 757 fatalities push death toll to 31,358. Ac… https://t.co/x08NrqDGT2",['COVID19'],Twitter for Android,False
kclanatomysoc,"Guy's Campus, London","Official Page of KCL Anatomy soc! Follow us on Insta and FB @kclanatomysoc 
Sponsored by @the_mdu
Follow for alerts to our events, and some retweets!",2020-07-14 13:47:25,7,28,0,False,2020-07-25 09:48:22,"Opportunity to get creative, and win a cash prize! #COVID19 #medstudenttwitter #MedTwitter #medstudents https://t.co/jIOWbmQvFR","['COVID19', 'medstudenttwitter', 'MedTwitter', 'medstudents']",Twitter for Android,False
FORSOL,Johannesburg South Africa,"Intelligence, forensics, profiling and risk management company providing consulting training and case management globally",2020-03-12 07:37:44,98,678,8,False,2020-07-25 09:48:22,#SAPS #COVID19 SouthAfrica Station Update https://t.co/Qvdu37yT51,"['SAPS', 'COVID19']",Twitter Web App,False
🇺🇸 🌎☯️ #YourVOTEMatters ☮️ 🌍🇺🇸,Global Citizen ,"- Healer by profession & passion. Naïve enough to still believe in democracy and justice. 
Image of ocean floor Hopewell Rocks @ low tide - that sense of PEACE.",2012-01-01 14:19:59,2666,3426,118625,False,2020-07-25 09:48:16,#Maddow on the letter penned by 150 medical experts imploring the tRUMP team of INCOMPETENTS to press #COVID19 rese… https://t.co/hjFWRnqFA0,"['Maddow', 'COVID19']",Twitter Web App,False
Rebel Cat 🌹🏴✊ #BLM ❤️,"Dystopian Hellhole, UK",Cat mum | Artist + Writer | Socialist | RTs/likes not endorsement | Bots/trolls = blocked on sight. 🇵🇸🇬🇧🇪🇸 Ex-Labour 🌹 Brexit stance = neutral. Disabled.,2017-10-08 06:40:33,5262,4702,13642,False,2020-07-25 09:48:15,Government's Covid-19 plans branded an astonishing failure | Morning Star | #COVID19 #Coronavirus | #Covid_19  https://t.co/CP0CZKKdHA,"['COVID19', 'Coronavirus', 'Covid_19']",Twitter for iPhone,False
Franck McBecker,Germany,"(Grad.) Electr. Eng. (+) Pioneer #HorizonEngineering; inventor: #imFaB thruster (+) discovery: imFaB effect (inertia modifying fast acc. burst), Quantum inertia",2017-02-22 23:47:39,309,253,1305,False,2020-07-25 09:48:10,"@NHKWORLD_News For further illustration the situation looks like this - ‘spike’
(in comparison with random sampled… https://t.co/q5lfO2gUsl",,Twitter Web App,False
keep your electric eye on me,Two Metres Away from Anyone,Slow professor. Surveillance Studies generalist. Science fiction fan. Left-Green. European with Japanese connections.,2013-07-22 00:09:49,3328,1131,21512,False,2020-07-25 09:48:04,Remember #Kashmir? You should... #COVID19 #coronavirus has been used as an excuse to extend and deepen the existing… https://t.co/zA7RRY9XPD,"['Kashmir', 'COVID19', 'coronavirus']",Twitter Web App,False
